location,date,total_cases,total_deaths,reproduction_rate,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,stringency_index,diabetes_prevalence,population
도미니카,2022-12-11,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-12,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-13,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-14,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-15,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-16,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-17,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-18,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-19,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-20,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-21,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-22,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-23,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-24,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-25,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-26,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-27,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-28,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-29,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-30,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2022-12-31,15760.0,74.0,0.0,,,,,24.07,11.62,72758
도미니카,2023-01-01,15760.0,74.0,0.0,,,,,,11.62,72758
도미니카,2023-01-02,15760.0,74.0,0.0,,,,,,11.62,72758
도미니카,2023-01-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-01-31,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-02-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-03-31,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-04-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-05-31,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-06-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-07,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-08,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-09,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-10,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-11,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-12,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-13,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-14,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-15,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-16,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-17,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-18,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-19,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-20,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-21,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-22,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-23,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-24,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-25,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-26,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-27,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-28,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-29,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-30,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-07-31,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-01,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-02,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-03,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-04,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-05,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-06,15760.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-07,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-08,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-09,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-10,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-11,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-12,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-13,15764.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-14,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-15,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-16,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-17,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-18,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-19,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-20,15773.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-21,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-22,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-23,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-24,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-25,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-26,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-27,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-28,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-29,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-30,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-08-31,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-01,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-02,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-03,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-04,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-05,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-06,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-07,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-08,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-09,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-10,15780.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-11,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-12,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-13,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-14,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-15,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-16,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-17,15784.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-18,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-19,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-20,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-21,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-22,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-23,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-24,15790.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-25,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-26,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-27,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-28,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-29,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-09-30,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-01,15797.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-02,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-03,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-04,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-05,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-06,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-07,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-08,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-09,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-10,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-11,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-12,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-13,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-14,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-15,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-16,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-17,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-18,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-19,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-20,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-21,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-22,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-23,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-24,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-25,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-26,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-27,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-28,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-29,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-30,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-10-31,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-11-01,15798.0,74.0,,,,,,,11.62,72758
도미니카,2023-11-02,15798.0,74.0,,,,,,,11.62,72758
